WAVELENGTH,SIGNAL,UNCERTAINTY
1.19,0.0,0.0
1.1913400390625,0.0,0.0
1.19267998046875,0.0,0.0
1.19402001953125,0.5719095,0.25054815
1.1953599609375,0.3195909,0.1121341
1.1967,0.18629862,0.06427834
1.1980400390625,0.1146658,0.044852436
1.19937998046875,0.07342371,0.033155028
1.20072001953125,0.122404754,0.026876869
1.2020599609375,0.104964785,0.021453196
1.2034,0.091500334,0.018330157
1.2047400390625,0.12152029,0.016408863
1.20607998046875,0.12302042,0.015094062
1.20742001953125,0.12727512,0.01431089
1.2087599609375,0.13783793,0.01381395
1.2101,0.13882957,0.01354589
1.2114400390625,0.12468228,0.013345565
1.21277998046875,0.12469143,0.013290022
1.21412001953125,0.13712612,0.013353072
1.2154599609375,0.17387868,0.01354961
1.2168,0.18477015,0.013620003
1.2181400390625,0.16928618,0.013622075
1.21947998046875,0.20012857,0.01380649
1.22082001953125,0.1932502,0.01614385
1.2221599609375,0.21718091,0.013878126
1.2235,0.18050681,0.0137193985
1.2248400390625,0.19878937,0.0137624815
1.22617998046875,0.22974217,0.013804041
1.22752001953125,0.2638533,0.016949618
1.2288599609375,0.2793039,0.016324954
1.2302,0.24056597,0.016078329
1.2315400390625,0.23863515,0.016055403
1.23287998046875,0.26088673,0.016058292
1.23422001953125,0.2843495,0.016695974
1.2355599609375,0.25935978,0.01653565
1.2369,0.27981248,0.016215812
1.2382400390625,0.28770566,0.015976818
1.23957998046875,0.2871594,0.015834898
1.24092001953125,0.24764447,0.015625766
1.2422599609375,0.26887554,0.015704926
1.2436,0.26894984,0.01563381
1.2449400390625,0.27866548,0.015575782
1.24627998046875,0.31421536,0.015664466
1.24762001953125,0.33458525,0.015706582
1.2489599609375,0.32037154,0.015557094
1.2503,0.31614983,0.01547978
1.2516400390625,0.3132149,0.01542136
1.25297998046875,0.29029912,0.015272382
1.25432001953125,0.34011048,0.015398626
1.2556599609375,0.35567313,0.015411337
1.257,0.3598781,0.01535708
1.2583400390625,0.3677421,0.015287025
1.25967998046875,0.37140095,0.01900095
1.26102001953125,0.40154558,0.019116497
1.2623599609375,0.38759425,0.01517496
1.2637,0.338535,0.017622909
1.2650400390625,0.3728078,0.015016192
1.26637998046875,0.36828637,0.0153239835
1.26772001953125,0.36527073,0.018695634
1.2690599609375,0.39900106,0.01872327
1.2704,0.3907406,0.01485398
1.2717400390625,0.37843645,0.0147455
1.27307998046875,0.3510414,0.01459358
1.27442001953125,0.3641242,0.014592387
1.2757599609375,0.35119578,0.014490176
1.2771,0.35788035,0.014491906
1.2784400390625,0.3497154,0.0144242225
1.27977998046875,0.30522266,0.0141968485
1.28112001953125,0.32486486,0.014225816
1.2824599609375,0.33824024,0.017846866
1.2838,0.30732596,0.01410488
1.2851400390625,0.29769838,0.016525263
1.28647998046875,0.2958169,0.016436042
1.28782001953125,0.30622208,0.017511884
1.2891599609375,0.31064346,0.01753338
1.2905,0.31377807,0.013932898
1.2918400390625,0.0,0.0
1.29317998046875,0.2636982,0.017141657
1.29452001953125,0.3206829,0.01741861
1.2958599609375,0.26699513,0.017101904
1.2972,0.28832904,0.017210687
1.2985400390625,0.29897144,0.017158536
1.29987998046875,0.29199603,0.01704985
1.30122001953125,0.22542103,0.016691921
1.3025599609375,0.21457417,0.016612709
1.3039,0.27241978,0.01689206
1.3052400390625,0.27585453,0.017943714
1.30657998046875,0.22621903,0.016452424
1.30792001953125,0.22570308,0.0164152
1.3092599609375,0.22902516,0.017403692
1.3106,0.21690464,0.017300373
1.3119400390625,0.18156807,0.016076088
1.31327998046875,0.19486094,0.016074637
1.31462001953125,0.17056242,0.01590331
1.3159599609375,0.15571311,0.015784293
1.3173,0.16932468,0.01581804
1.3186400390625,0.1745377,0.015819753
1.31997998046875,0.17323378,0.015813034
1.32132001953125,0.16698565,0.01574917
1.3226599609375,0.15088384,0.015575683
1.324,0.15309268,0.015580603
1.3253400390625,0.12870665,0.015424127
1.32667998046875,0.11815248,0.015373654
1.32802001953125,0.10817884,0.015414127
1.3293599609375,0.07214759,0.01509473
1.3307,0.043068852,0.0147479605
1.3320400390625,0.03962234,0.014791111
1.33337998046875,0.041236617,0.014815163
1.33472001953125,0.05829124,0.014899651
1.3360599609375,0.055335436,0.014869767
1.3374,0.04657552,0.025197145
1.3387400390625,0.03506536,0.02503259
1.34007998046875,0.06713467,0.0148037225
1.34142001953125,0.020828165,0.016545882
1.3427599609375,0.03990989,0.016836083
1.3441,0.0072599407,0.014491708
1.3454400390625,0.05119781,0.0147060575
1.34677998046875,0.04522309,0.019329408
1.34812001953125,0.027027303,0.019121956
1.3494599609375,-0.007341644,0.015034382
1.3508,0.014471654,0.01894054
1.3521400390625,0.014904282,0.018892985
1.35347998046875,0.03625821,0.014451303
1.35482001953125,-0.0009710866,0.018686626
1.3561599609375,-0.0061304024,0.018584548
1.3575,0.030968327,0.018846344
1.3588400390625,0.047097456,0.018947378
1.36017998046875,0.057233486,0.018996593
1.36152001953125,0.066475175,0.01516937
1.3628599609375,0.053150762,0.014240524
1.3642,0.028693087,0.018585712
1.3655400390625,0.023613496,0.018539798
1.36687998046875,-0.017385334,0.018232595
1.36822001953125,0.0046346644,0.018422782
1.3695599609375,-0.0083011985,0.018192437
1.3709,0.017955847,0.018468041
1.3722400390625,0.03469118,0.018493472
1.37357998046875,0.029582718,0.01841705
1.37492001953125,0.061051283,0.018726218
1.3762599609375,-0.007554751,0.018062672
1.3776,-0.018429423,0.017990863
1.3789400390625,0.024142893,0.018272137
1.38027998046875,0.027409732,0.018312575
1.38162001953125,0.045745723,0.013927195
1.3829599609375,0.0035357953,0.013657897
1.3843,0.013511927,0.01368542
1.3856400390625,0.014150176,0.018142093
1.38697998046875,0.0014438467,0.0180195
1.38832001953125,-0.0042022183,0.017974133
1.3896599609375,0.007870266,0.018075472
1.391,0.011715271,0.013701537
1.3923400390625,0.014691305,0.018098578
1.39367998046875,0.02582964,0.018202556
1.39502001953125,0.009162459,0.018041337
1.3963599609375,0.0073886462,0.013636358
1.3977,0.0037930454,0.018278478
1.3990400390625,0.041729826,0.013912814
1.40037998046875,0.012856862,0.0180057
1.40172001953125,-0.012326999,0.017831435
1.4030599609375,0.031003313,0.013686819
1.4044,0.016438182,0.013584735
1.4057400390625,0.021744331,0.013615966
1.40707998046875,0.026543114,0.01365106
1.40842001953125,0.010997145,0.017902521
1.4097599609375,0.028028648,0.0136771705
1.4111,0.033910263,0.013748975
1.4124400390625,0.01601005,0.014419362
1.41377998046875,0.047953777,0.013815227
1.41512001953125,0.006857838,0.017746797
1.4164599609375,0.028271034,0.017863177
1.4178,0.019384969,0.017829811
1.4191400390625,0.038848042,0.017950345
1.42047998046875,0.031974513,0.013576514
1.42182001953125,0.03529005,0.013551938
1.4231599609375,0.0,0.0
1.4245,0.0,0.0
1.4258400390625,0.0,0.0
1.42717998046875,0.0,0.0
1.42852001953125,0.07087844,0.02066148
1.4298599609375,0.0,0.0
1.4312,0.06507017,0.020470196
1.4325400390625,0.0,0.0
1.43387998046875,0.04672558,0.020186726
1.43522001953125,0.0,0.0
1.4365599609375,0.033362925,0.020273995
1.4379,-0.02024775,0.019524168
1.4392400390625,0.0,0.0
1.44057998046875,0.0,0.0
1.44192001953125,0.0,0.0
1.4432599609375,0.0,0.0
1.4446,0.023139302,0.019919585
1.4459400390625,0.055189174,0.02014145
1.44727998046875,0.049447555,0.02013156
1.44862001953125,0.065964945,0.020291789
1.4499599609375,0.04013627,0.019986173
1.4513,0.02722791,0.013069861
1.4526400390625,0.032669015,0.013074458
1.45397998046875,0.04061967,0.013106304
1.45532001953125,0.05103878,0.013152369
1.4566599609375,0.049673144,0.013131803
1.458,0.043640338,0.013126274
1.4593400390625,0.017155215,0.01712677
1.46067998046875,0.031551827,0.017182201
1.46202001953125,0.03209599,0.013037287
1.4633599609375,0.03482003,0.017215077
1.4647,0.055879787,0.013088892
1.4660400390625,0.028712023,0.012952731
1.46737998046875,0.028875643,0.012826192
1.46872001953125,0.04958626,0.013025081
1.4700599609375,0.046446446,0.01298125
1.4714,0.042407885,0.013144724
1.4727400390625,0.047490258,0.012916043
1.47407998046875,0.062307924,0.01307153
1.47542001953125,0.024255408,0.012842647
1.4767599609375,0.04324481,0.012917842
1.4781,0.07470068,0.013065137
1.4794400390625,0.023680573,0.01277589
1.48077998046875,0.05850919,0.012978081
1.48212001953125,0.046451658,0.017031059
1.4834599609375,0.042746738,0.012841163
1.4848,0.05350807,0.0129136
1.4861400390625,0.053793233,0.012930974
1.48747998046875,0.039795972,0.012798507
1.48882001953125,0.039386664,0.012816425
1.4901599609375,0.06078456,0.012945526
1.4915,0.0618217,0.012911851
1.4928400390625,-0.00019549944,0.012529787
1.49417998046875,0.040487524,0.012790001
1.49552001953125,0.03957361,0.012121846
1.4968599609375,0.03362595,0.012041998
1.4982,0.0415663,0.012104755
1.4995400390625,0.050364632,0.012122214
1.50087998046875,0.06980583,0.01221684
1.50222001953125,0.051396053,0.012123061
1.5035599609375,0.07929248,0.017051836
1.5049,0.06069179,0.016954016
1.5062400390625,0.052253306,0.016949788
1.50757998046875,0.017681632,0.01663038
1.50892001953125,0.035262026,0.016753606
1.5102599609375,0.06013092,0.016827682
1.5116,0.04498629,0.01673584
1.5129400390625,0.048871737,0.016743604
1.51427998046875,0.04697091,0.016733712
1.51562001953125,0.07726745,0.0169356
1.5169599609375,0.059480082,0.016779719
1.5183,0.0791722,0.016932605
1.5196400390625,0.048378255,0.016683806
1.52097998046875,0.061055586,0.016754169
1.52232001953125,0.061537147,0.016728835
1.5236599609375,0.10056126,0.016972784
1.525,0.08492725,0.01681352
1.5263400390625,0.046948515,0.016562676
1.52767998046875,0.079810545,0.016775297
1.52902001953125,0.09649166,0.01693786
1.5303599609375,0.0793984,0.016692866
1.5317,0.09668392,0.01682753
1.5330400390625,0.08690385,0.016764505
1.53437998046875,0.11842229,0.017042024
1.53572001953125,0.10478419,0.0168895
1.5370599609375,0.09232007,0.016773324
1.5384,0.10496767,0.016869858
1.5397400390625,0.12154667,0.017000133
1.54107998046875,0.10991132,0.0120338425
1.54242001953125,0.1090512,0.012014717
1.5437599609375,0.09562852,0.011995341
1.5451,0.116374046,0.01210778
1.5464400390625,0.14145227,0.012137527
1.54777998046875,0.16558444,0.012958318
1.54912001953125,0.09576703,0.0133826155
1.5504599609375,0.04187693,0.012288984
1.5518,0.1331607,0.012130604
1.5531400390625,0.121595725,0.012123649
1.55447998046875,0.16370252,0.013002564
1.55582001953125,0.12915397,0.012766581
1.5571599609375,0.13739441,0.012139677
1.5585,0.14593449,0.012204698
1.5598400390625,0.16854313,0.012266312
1.56117998046875,0.13011834,0.012066883
1.56252001953125,0.14356664,0.012139007
1.5638599609375,0.1177159,0.012015233
1.5652,0.14119217,0.0121060535
1.5665400390625,0.20204148,0.01243691
1.56787998046875,0.18624505,0.01233624
1.56922001953125,0.1723539,0.012245979
1.5705599609375,0.15817866,0.012164293
1.5719,0.16974692,0.01221604
1.5732400390625,0.15446912,0.0121521
1.57457998046875,0.15222982,0.012142394
1.57592001953125,0.19169916,0.01234214
1.5772599609375,0.17804909,0.012227553
1.5786,0.15683885,0.01213783
1.5799400390625,0.17674848,0.012263028
1.58127998046875,0.1722736,0.012202982
1.58262001953125,0.16303757,0.012103533
1.5839599609375,0.16379803,0.012094496
1.5853,0.16028182,0.012074184
1.5866400390625,0.19576648,0.012230117
1.58797998046875,0.18048227,0.012139896
1.58932001953125,0.15525335,0.012056962
1.5906599609375,0.14893636,0.012009197
1.592,0.14607824,0.011897382
1.5933400390625,0.1404481,0.011917673
1.59467998046875,0.1430295,0.011881401
1.59602001953125,0.12061751,0.011770524
1.5973599609375,0.13258448,0.0118316645
1.5987,0.11249205,0.011669629
1.6000400390625,0.117408425,0.011715818
1.60137998046875,0.115460575,0.011749023
1.602719921875,0.12589183,0.011799511
1.6040599609375,0.1281929,0.012378759
1.6054,0.09225527,0.011552617
1.6067400390625,0.13091582,0.011745711
1.60807998046875,0.06870905,0.01139248
1.609419921875,0.07777394,0.011428765
1.6107599609375,0.08524662,0.011478608
1.6121,0.071878634,0.012781874
1.6134400390625,0.030574713,0.011175426
1.61477998046875,0.024656342,0.011125001
1.616119921875,0.05128196,0.011293286
1.6174599609375,0.05220123,0.011297102
1.6188,0.054086443,0.011292754
1.6201400390625,0.05538658,0.011295829
1.62147998046875,0.032636773,0.011771877
1.622819921875,0.019327503,0.011073245
1.6241599609375,0.039202932,0.0111617325
1.6255,0.048037764,0.01121604
1.6268400390625,0.033533357,0.011150515
1.62817998046875,0.01395523,0.011050547
1.629519921875,0.042651013,0.011181268
1.6308599609375,0.026905494,0.009750242
1.6322,0.008800156,0.009375487
1.6335400390625,0.023920216,0.009825121
1.63487998046875,0.053993378,0.0095705455
1.636219921875,0.048658356,0.009892215
1.6375599609375,0.03269633,0.009437719
1.6389,0.049175832,0.009978313
1.6402400390625,0.05713202,0.009631265
1.641580078125,0.051580768,0.00925571
1.642919921875,0.06606611,0.009321029
1.6442599609375,0.0482382,0.009566301
1.6456,0.035949253,0.009467897
1.6469400390625,0.049297087,0.0095221065
1.648280078125,0.034064222,0.009453461
1.649619921875,0.03860091,0.009828367
1.6509599609375,0.048466563,0.0095622735
1.6523,0.052874535,0.00926647
1.6536400390625,0.039440554,0.009486718
1.654980078125,0.038612496,0.009478662
1.656319921875,0.046533734,0.00949844
1.6576599609375,0.048922934,0.009522023
1.659,0.024414297,0.00942147
1.6603400390625,0.026984524,0.00942918
1.661680078125,0.025124056,0.00940469
1.663019921875,0.04142085,0.01024598
1.6643599609375,0.059146103,0.009289685
1.6657,0.030451959,0.00916708
1.6670400390625,0.025102047,0.009403453
1.668380078125,0.024856677,0.0094117485
1.669719921875,0.025535328,0.009751939
1.6710599609375,0.033332698,0.009433179
1.6724,0.035817754,0.009468518
1.6737400390625,0.02458471,0.011035912
1.675080078125,0.00616136,0.009277108
1.676419921875,0.036932386,0.009175747
1.6777599609375,0.049954884,0.009254261
1.6791,0.048567314,0.009257363
1.6804400390625,0.025052352,0.009756577
1.681780078125,0.07054315,0.009691703
1.683119921875,0.07201814,0.011495655
1.6844599609375,0.057968322,0.011434381
1.6858,0.0511125,0.011313429
1.6871400390625,0.061555613,0.009581182
1.688480078125,0.07373333,0.009643256
1.689819921875,0.05593505,0.011108329
1.6911599609375,0.05204073,0.009168623
1.6925,0.053237766,0.009207065
1.6938400390625,0.024134222,0.009073882
1.695180078125,0.029068675,0.00781696
1.696519921875,0.042766076,0.007881874
1.6978599609375,0.05361539,0.0079231225
1.6992,0.073925026,0.007983266
1.7005400390625,0.051141854,0.008100533
1.701880078125,0.026132615,0.007958163
1.703219921875,0.018433696,0.007933006
1.7045599609375,0.03879085,0.007846294
1.7059,0.04011649,0.007845971
1.7072400390625,0.03230437,0.007819445
1.708580078125,0.034429926,0.007823481
1.709919921875,0.034478776,0.00781096
1.7112599609375,0.013764366,0.007690045
1.7126,0.02440869,0.008136539
1.7139400390625,0.037228025,0.007985136
1.715280078125,0.038240656,0.007833434
1.716619921875,0.05158834,0.0078641595
1.7179599609375,0.047005687,0.007834533
1.7193,0.04536058,0.007847158
1.7206400390625,0.047543257,0.007921322
1.721980078125,0.06295207,0.007917343
1.723319921875,0.036978632,0.008946441
1.7246599609375,0.033292342,0.008029613
1.726,0.011032228,0.008824147
1.7273400390625,0.03860029,0.00801811
1.728680078125,0.037531085,0.007794731
1.730019921875,0.0271756,0.008863785
1.7313599609375,0.041907657,0.007812042
1.7327,0.037694667,0.007789416
1.7340400390625,0.0379077,0.0077635073
1.735380078125,0.03775252,0.0077533014
1.736719921875,0.036082122,0.0077740573
1.7380599609375,0.034804925,0.00774947
1.7394,0.04589977,0.0078085507
1.7407400390625,0.037533298,0.0077667898
1.742080078125,0.04106404,0.0077729165
1.743419921875,0.025190786,0.0077119363
1.7447599609375,0.018982323,0.007853941
1.7461,0.035614893,0.0077583697
1.7474400390625,0.01933164,0.008832136
1.748780078125,0.039474007,0.0077870837
1.750119921875,0.033482123,0.007750414
1.7514599609375,0.03109308,0.007910425
1.7528,0.05927225,0.00807959
1.7541400390625,0.047957364,0.007816599
1.755480078125,0.032515597,0.007762965
1.756819921875,0.038843937,0.0077952687
1.7581599609375,0.04489817,0.007817702
1.7595,0.03756272,0.007832068
1.7608400390625,0.032703623,0.0078069437
1.762180078125,0.04211818,0.0078238845
1.763519921875,0.042710427,0.008057978
1.7648599609375,0.038001463,0.00805642
1.7662,0.021728214,0.008882963
1.7675400390625,0.039381057,0.007817772
1.768880078125,0.03841086,0.007825989
1.770219921875,0.04887423,0.007886054
1.7715599609375,0.044964813,0.007864211
1.7729,0.024562107,0.007922826
1.7742400390625,0.029405532,0.00776892
1.775580078125,0.026364865,0.007738538
1.776919921875,0.02486135,0.007767913
1.7782599609375,0.0439341,0.007830075
1.7796,0.029096717,0.0077666235
1.7809400390625,0.032451577,0.0077581625
1.782280078125,0.023963032,0.007712868
1.783619921875,0.040764786,0.0077742953
1.7849599609375,0.03218874,0.0077397567
1.7863,0.034271125,0.0077511524
1.7876400390625,0.035327297,0.0088729635
1.788980078125,0.027111525,0.007707392
1.790319921875,0.024285607,0.008822707
1.7916599609375,0.02806373,0.0077258637
1.793,0.029213948,0.0077091013
1.7943400390625,0.024441974,0.007689386
1.795680078125,0.020248866,0.0076832185
1.797019921875,0.02310571,0.007689425
1.7983599609375,0.041387014,0.007752277
1.7997,0.017743452,0.0076800776
1.8010400390625,0.004778248,0.0077860686
1.802380078125,0.012876543,0.0076592756
1.803719921875,0.019789621,0.0077093313
1.8050599609375,0.008196021,0.007853553
1.8064,0.030120278,0.007746441
1.8077400390625,0.014938324,0.007673224
1.809080078125,0.025428386,0.008833274
1.810419921875,0.031571303,0.00791783
1.8117599609375,0.013189385,0.007676073
1.8131,0.020121364,0.007849912
1.8144400390625,0.029171063,0.007733181
1.815780078125,0.023120036,0.007706364
1.817119921875,0.036668584,0.0077545806
1.8184599609375,0.031341024,0.0077428846
1.8198,0.022986125,0.0077130236
1.8211400390625,0.022866318,0.0077337064
1.822480078125,0.017986836,0.007916845
1.823819921875,0.04642654,0.0078066792
1.8251599609375,0.03390965,0.0077563766
1.8265,0.007927099,0.007640561
1.8278400390625,0.025121124,0.0077244644
1.829180078125,0.04147379,0.007960273
1.830519921875,0.04831084,0.007999179
1.8318599609375,0.041980185,0.008224662
1.8332,0.033286408,0.0077638654
1.8345400390625,0.027774736,0.007770125
1.835880078125,0.016901013,0.007966666
1.837219921875,0.0017284297,0.0088028135
1.8385599609375,0.02748563,0.008922279
1.8399,0.023358967,0.007983384
1.8412400390625,0.024996316,0.008937761
1.842580078125,0.033680122,0.009293417
1.843919921875,0.02052842,0.008906392
1.8452599609375,0.03490922,0.008036601
1.8466,0.013945311,0.0088903
1.8479400390625,0.021561643,0.007999471
1.849280078125,0.032359004,0.008044581
1.850619921875,0.03271725,0.008013764
1.8519599609375,0.036850873,0.008028607
1.8533,0.019934824,0.007985296
1.8546400390625,0.026642282,0.008024265
1.855980078125,0.015609735,0.008946247
1.857319921875,0.034313906,0.009021621
1.8586599609375,0.003422102,0.00792847
1.86,0.018806925,0.008051804
1.8613400390625,0.03024479,0.008113897
1.862680078125,0.025562048,0.008152027
1.864019921875,0.025975572,0.008181913
1.8653599609375,0.028618146,0.008241858
1.8667,0.018245574,0.009670479
1.8680400390625,0.033195544,0.009789315
1.869380078125,0.011089177,0.009214213
1.870719921875,0.0070854584,0.009289262
1.8720599609375,0.02875128,0.00847586
1.8734,0.0438871,0.00874277
1.8747400390625,0.022479152,0.008748733
1.876080078125,0.036438566,0.009132221
1.877419921875,0.032289978,0.009258303
1.8787599609375,0.04547116,0.009583938
1.8801,0.033237502,0.010186815
1.8814400390625,0.027465204,0.011363405
1.882780078125,0.057115622,0.010618917
1.884119921875,0.049906358,0.011259799
1.8854599609375,0.033149485,0.012200049
1.8868,0.054745454,0.013598558
1.8881400390625,0.05367095,0.015768599
1.889480078125,0.09628737,0.021605968
1.890819921875,0.057263836,0.021106055
1.8921599609375,-0.005440804,0.02702227
1.8935,-0.03572923,0.033994652
1.8948400390625,0.026596304,0.04456028
1.896180078125,0.10705776,0.0629197
1.897519921875,-0.026879815,0.07288025
1.8988599609375,-0.011583908,0.096109055
1.9002,0.33585477,0.14539775
